userName,score,at,full_text,kategori
Abdull Awwab,1,2025-05-09 01:35:01,"setelah sekian lama saya berhenti pakai tokped, skrg saya kembali lagi coba pakai tokped.. sangat kecewa, karna yg bisa gratis ongkir rata² hanya toko yg sudah ada logo merchant-nya.. itulah penyebab tokped ga bisa maju.. kalo mau maju, pihak tokped harus mempermuda toko baru untuk berkembang dengan memberi gratis ongkir total sampai mereka bisa dapet logo merchant. kenyataanya jualan di shopee justru lebih mudah dibanding di tokped karna shopee selalu ada gratis ongkir utk toko baru.",Negatif
Aldi Saputra,1,2025-05-09 00:42:20,aplikasi g jelas gangguan terus 🤬,Negatif
Aas Askah,5,2025-05-09 00:37:02,oke,Positif
Deri Hermawan,5,2025-05-08 23:54:21,ok,Positif
AREA 57,1,2025-05-08 23:45:57,"BANYAK MINUS: 1.tampilan UI TIDAK NYAMAN 2.pengembalian barang keluar duit dulu 3. gak bisa buka chat sbg penjual 4.cashback sedikit 5.CS tidak Live seperti apk Oren 6.verifikasi Gopaylater dipersulit harus nunggu 1thn lagi. >> smg bangkrut ini apk dan harusnya ratingnya bintang 1.0 bukan 4,6 Terimakasih",Negatif
Moro Wismaya,1,2025-05-08 23:34:55,Bagusnya setiap ada barang yg mau di beli di web tampilkan juga ongkir nya. jangan langsung isi semua data lalu ongkirnya disembunyikan. Beli cuma 6300 tp ongkir 21rb.. Kan repot karena harus cancel. Mana fitur nya di usahakan harus beli. Apapun yg dipencet masuk ke keranjang.,Negatif
Ardi Ansyah,5,2025-05-08 23:07:01,tolong buat kan poromika vt affiliate bisa iklan kita,Positif
Denis naufal amsyar,5,2025-05-08 22:50:09,bagus,Positif
moMo. mWn,2,2025-05-08 22:47:12,"di akunku malah ga ada gratis ongkir, walaupun toko sudah menyediakan layanan gratis ongkir.. apakah ada yg sama? 👇🏻",Negatif
Dewi Mulyanah,5,2025-05-08 22:39:33,berguna,Positif
Dhany Kingzuma,1,2025-05-08 22:35:06,"tolong perbaiki error, gangguan rumah toped",Negatif
Nur Husaeni,4,2025-05-08 22:33:59,Tidak bisa memilih metode pembayaran transfer manual.,Positif
Faza Butik,5,2025-05-08 22:32:12,Ok.l.k,Positif
Charles Andreas Tasman,1,2025-05-08 21:33:24,"hallo tokopedia tolong di respon dengan benar y.... dana dari penjualan saya ketahan tidak bisa masuk ke pencairan toko ( otomatis tidak bisa saya cair kan dana saya ), saya sudah coba bertanyak melalui sistem chat di tokoped yang di alihkan ke AI TANYAK nya tokoped.... jawaban nya tolol banget. di jawab dana nya sudah di cairkan, tapi nyata nya tidak dan ketahan, dan pada saat di komen malah gk bisa ke send... tolong segara di tangani permasalahan saya",Negatif
Daniel Serafin,5,2025-05-08 21:31:28,terbaik,Positif
Heru Sargono,5,2025-05-08 21:26:48,🙏🙏🙏🙏🙏,Positif
Ragil Rio,1,2025-05-08 21:24:23,kali ini sangat kecewa dg tokopedia. yg pertama karna tdk ada fitur chat cs dan yg paling mengecewakan adalah. saya beli di aplikasi ini. ketika kurir sudah ditugaskan kirim pesanan. saya tunggu dari pagi sampai malam tidak kunjung terkirim. lalu saya lacak. bahwa akan dikirim kembali oleh kurir dengan alasan pembeli tidak ada di alamat tujuan.. sedangkan saya dari pagi sampai malah menunggu tetapi kurir menggunakan alasan yang mengatasnamakan saya bukan kah itu termasuk penipuan??,Negatif
Airlangga Bagja,5,2025-05-08 21:23:47,bagus banget aplikasi nya berguna buat belanja,Positif
andy praseyo,5,2025-05-08 21:19:29,kerenn,Positif
rani Wulandari,1,2025-05-08 21:08:18,"aplikasi sampah, jual turuk aja",Negatif
Daniel Effendy,1,2025-05-08 21:03:35,saya heran hanya aplikasi tokopedia saja yg bisa menangkan penipu dan pembeli dikalahkan,Negatif
M Haidir,5,2025-05-08 20:58:01,ok,Positif
Black Noir,1,2025-05-08 20:46:47,nggak bisa download komen,Negatif
Tekno Android share,5,2025-05-08 20:38:15,sangat membatu sekali trimakasih,Positif
Iman Ka,1,2025-05-08 20:37:35,barang hilang oleh kurir rekomendasi. dana tidak di refund. tp sdh 2 kali tokopedia care minta di rating wkwk. cs menangani hanya formalitas saja. tidak membantu menyelesaikan sama sekali terkesan lepas tangan hanya disuruh menunggu. kualitas tokopedia terlihat sewaktu pengguna layanan mendapatkan kendala. sistem dan sdm nya kacau. #tokopediaUNCARE,Negatif
Rizkanova's Channel,5,2025-05-08 20:35:22,mantapp,Positif
Mukhamad Fidian Febrianto,4,2025-05-08 20:34:40,Kasih event dapet koin belanja,Positif
Dadan Ridwan,5,2025-05-08 20:26:21,bagus. bersaing dgn ekomerce lain. tolong voucher nya di banyakin lagi biar pada belanja nya seneng. terimakasih,Positif
Ganii,5,2025-05-08 20:23:09,tolong perbaiki nama panggilannya seharusnya nama panggilann saya Azzam namun di notifikasi Muhammad tolong ya,Positif
BENIE NOVOTEL,5,2025-05-08 20:19:48,sangat membantu terimakasih,Positif
M. Aldi Maulana,5,2025-05-08 20:17:58,Alhamdulillah Masya Allah Tokopedia sukses selalu🥰,Positif
syamha saufa,2,2025-05-08 20:17:55,"kapok aaah .... pembatalan susah , tanya layanan malah di suruh chat penjual, GK fungsi banget",Negatif
Chrs tver,1,2025-05-08 20:06:43,dana refund tidak dikembalikan malah kita dibebankan,Negatif
aditya yudistira,5,2025-05-08 20:04:41,cukup bagus,Positif
Priagung Atmojo,1,2025-05-08 20:03:44,"tolong kurir itu pake logika , masa alamat bjn kurirnya dr sby tbn smg ampun toped",Negatif
Mustaqiem Ardhi,1,2025-05-08 20:02:47,"tokopedia care kemana adminnya? gak ada respon, penanganan komplain terkait produk disini lelet, bertele-tele,emang udh bener mending klo belanja disebelah aja,baru ajuin komplain duit langsung balik,proses cepet,sat set,bat bet.males belanja disini lagi,pantes dagang disini sepi.",Negatif
SAID Said74,5,2025-05-08 19:53:19,siap,Positif
senjuhashirama113 hashirama,1,2025-05-08 19:49:32,"toko kurang lengkap, searching masih pakai ketik lagi... orang aplikasi lain udah pakai foto atau gambar.. searchingnya ribet gak bisa sesuai dengan apa yang di cari",Negatif
ega kurnia,5,2025-05-08 19:41:32,sangat memuaskan dan barangnya juga murah murah,Positif
Abdan Nukman,5,2025-05-08 19:19:28,mantab,Positif
Mas Peter,1,2025-05-08 19:03:50,"ini sudah belanja 2 kali berturut² dan dikembalikan Mulu ke penjual, menurut saya ini buang buang waktu ,dan untuk waktu komplain sangatlah lama jadi saya beri bintang 1 dulu karena sudah membuang banyak waktu saya untuk menunggu. DAN MINIMAL BERIKAN ALASAN KENAPA DIRETUR,JIKA TIDAK ADA PENJELASAN PEMBELI AKAN BINGUNG.",Negatif
Qway Lavista,5,2025-05-08 18:40:52,respon nya sangat cepat,Positif
Pengguna Google,2,2025-05-08 18:40:11,"tokped mode pembayarannya ga semua toko bisa cod,jd males belanja di tokped,lagian susah dpt discount,jd hapus aja aplikasi tokpednya",Negatif
Michu Maru,1,2025-05-08 18:34:02,"Saldo tokopedia, wishlist, dan barang yang saya masukan hilang sejak update ini. Akun dan data masih sama data udah beda",Negatif
Sharwan Alwi,1,2025-05-08 18:22:45,sdh berkali2 belanja namun ngga sesuai,Negatif
Cahya Setiawan,2,2025-05-08 18:01:34,"apa si pertimbangan tokped memilih curir recomendasi menggunakan IDEXPRESS, JIKA TOKOPEDIA INGIN BERSAING DAN LEBIH MAJU MAKA CURIR RECOMENDASI IDEXPRESS HARUS DIGANTI, JIKA TIDAK!! YAA TINGGAL TUNGGU AJA ORANG2 PINDAH KE SHOPEE ATAU ECOMMERS LAIN. 4 hari status mengantarkan ke alamat tujuan tapi tidak sampai2, alamat sudah jelas, ciri2 rumah jelas, no hp ada. yang dirugikan bukan hanya pembeli tapi penjual dan juga TOKOPEDIA SENDIRI, jadi bijaklah dalam menentukan curir rekomndasi",Negatif
andri susanto,5,2025-05-08 17:56:44,siip,Positif
Andhika “Ndiko” Cahya,3,2025-05-08 17:55:10,"sistem kurir rekomendasi kurang transparan, buat lebih transparan lah biar mudah cek resi, di resi kalian jejak nya gak keliatan",Netral
Hariansah Kenawan1234,5,2025-05-08 17:55:01,baguss,Positif
Widi Santos,4,2025-05-08 17:34:49,persib juara a otw bintang ⭐⭐⭐⭐,Positif
Budiono Ribowo,5,2025-05-08 17:05:50,Mantap,Positif
Adih Di,5,2025-05-08 16:59:18,mantap,Positif
SUMAJI,4,2025-05-08 16:40:11,"saya sering belanja di tokopedia, banyak promo dan mudah",Positif
nadia desty,5,2025-05-08 16:39:48,nadiya,Positif
Faiz Ahmad robbani Robbani,1,2025-05-08 16:38:17,kenapa ini iklan toko pedia muncul terus d hp saya ganggu sampai saya gk bisa ngetik pesan,Negatif
Ahmad Rifki,5,2025-05-08 16:36:26,bagus,Positif
oki nugroho,5,2025-05-08 16:28:47,lumayan nyaman belanja disini dengan fitur-fiturnya.,Positif
Lucas antok,1,2025-05-08 16:23:21,sala satu kekurangan tidak bisa batalkan pesanan padahan suda 1 miggu tidak dikirm tetap disuru nunggu. alhasil pembeli gak mau terima barang jadi kita yang nombokkk..,Negatif
Agung Permana Nasution,5,2025-05-08 16:18:30,fitur udh canggih dan aplikasi bagus banget apa lagi pengirimannya cepat dan gesit banget,Positif
Daimainer Mainer,4,2025-05-08 16:16:49,"di ""detail pesanan"" ga ada Note dari pembeli, kepake soalnya biar pembeli ga salah ngasih note ke penjual",Positif
MONGI TV chanel,1,2025-05-08 16:07:48,kalau barang kosong harap di hapus dari etalase. karena sangat banyak barang kosong yg masih ada di etalase. perketat lagi sistem barang redy atau kosong agar penjual tidak seenaknya,Negatif
Lina Lina,5,2025-05-08 15:52:55,Tokopedia ...Mantaaaab,Positif
Arief Hidayat,5,2025-05-08 15:48:55,aplikasi yg sangat membantu dan terpercaya,Positif
Daffcan Daffagesyan,5,2025-05-08 15:48:38,sangat membantu,Positif
Prasetia Adhiwinarno,5,2025-05-08 15:47:30,Recommended. Thanks.,Positif
Mega Wati,4,2025-05-08 15:12:33,"oke,masih percobaan",Positif
JP LOCKREGION,1,2025-05-08 15:08:03,"Dapet voc/diskon 250K dengan syarat checkout 1 barang, giliran udh d bayar cuma dapet ucapan selamat udh bisa pake voc/discnya tp ilang gitu aja... Scammer scammer",Negatif
Adi Prawira,2,2025-05-08 15:00:04,"sudah lama pakai tokped, tp sekarang jd kecewa... pengiriman tambah lama..",Negatif
Hasbiilyansah Hasbi,1,2025-05-08 14:56:54,Atik w'ap chèche yo manke/enkonplè. Tanpri ranje pwoblèm sa a ak devlopè a!!!,Negatif
Quinzha Qalisya,1,2025-05-08 14:53:14,"gmn ini tokopedia kacau banget, paketsy dri tgl 2 estimasi tgl 5 smpe skrng tgl 8 blom jga sampe, tdimlm sy pesen brang ambil yg harini sampe jga sampe skrng blom sampe,, gmnni tokopedia, harusnya ketatin dung kurirnya, klo bgni jdi mls sy pke tokopedia, utnghrga pling ratusan klo lgi blnja kebutuhan salo mobil puluhan jta gmna, kgajelas lu tokopedia,, sangatkecewa sya",Negatif
MSWan,1,2025-05-08 14:42:00,dibatalin sama sistem 🤬🤬🤬🤬🤬🤬🤬,Negatif
Awan Phapel 4,5,2025-05-08 14:39:39,nice,Positif
Atiya,1,2025-05-08 14:16:59,lemot bgt di hp android,Negatif
Bebeb909,5,2025-05-08 14:16:53,Barang berkualitas,Positif
Mhmmdari Ari,1,2025-05-08 14:09:09,ga sesuai harapan pada gambar pas di telusuri zongg,Negatif
Krj Syahroni,4,2025-05-08 14:07:25,aplikasi bagus dan terpercaya,Positif
Alip hasan,5,2025-05-08 14:02:04,mantab,Positif
Farel Pradana,5,2025-05-08 14:00:44,"min bagi voucher diskon 70% min belanja. 10.000, hehe",Positif
Marisa Risa,5,2025-05-08 14:00:18,cantik sekali gelasny..👍👍,Positif
Asep Agusman,5,2025-05-08 13:58:40,mudah untuk belanja mencari barang yang dibutuhkan.,Positif
Warganja 420,1,2025-05-08 13:56:48,"aplikasi ga jelas,, ada mslah ga ada solusi.. d chat cs ga bles",Negatif
MIKAIL 212,3,2025-05-08 13:55:57,Kenapa fitur untuk melihat riwayat pembelian ke sebuah toko di hilangkan.. ini sangat berguna kalau kita mau membeli barang yg sama kita tinggal cek riwayat saja,Netral
Gilang Putra,5,2025-05-08 13:52:17,ok mantap,Positif
OFFICIAL Indra Ginting Channel,2,2025-05-08 13:37:52,saya baru update kemarin akun tokped saya yang kemarin malam pihak Tokopedia kemanain? di update Tokped malah akun saya yang hilang. tanggung jawab akun saya yang hilang,Negatif
adzka muarif,1,2025-05-08 13:24:34,bobrok,Negatif
Genta Maulanaalfaro,2,2025-05-08 13:21:36,pengiriman lama upgrade untuk pengiriman dongg min tokped,Negatif
feri rahmawanto,1,2025-05-08 13:17:24,aplkasi busukkkk,Negatif
Aldo Minti,5,2025-05-08 13:10:49,Pengiriman sangat bagus cepat dan aman,Positif
Gyro Zeppeli,5,2025-05-08 13:06:08,olshop yang mudah digunakan dan ringan,Positif
fiki djaelani slamet,5,2025-05-08 13:02:16,mantap,Positif
Beta Nur Utami,1,2025-05-08 13:00:27,"paket pesanan tidak sampai, sudah 18 hari komplain tp tidak ada tindak lanjut. tokped kacau sekarang",Negatif
Muhammad Alif Mantovani,1,2025-05-08 12:57:17,"Agak kecewa dengan pengiriman instant dr toko pedia. harusnya barang sampai H+1 ini udh 4 hari blm sampe juga. percuma bayar ongkir yg instant, ga dikasih alternatif juga. padahal barang yg dibeli untuk kebutuhan urgent",Negatif
Aris Nurdin,5,2025-05-08 12:52:35,ditunggu barangnya,Positif
Ibu Mumul,5,2025-05-08 12:39:22,Sangat baik,Positif
Kepan Attila,5,2025-05-08 12:32:03,"Tolong hapus ekspedisi JNE dari platform marketplace ini. Ekspedisinya terlalu lama, banyak yg review JNE buruk. Lost barang lah, paket muter² lah, misaddress lah dll. Sejauh ini Toped si oke, yg bikin gak oke kalo masih ada ekspedisi JNE",Positif
Suliha Liha,5,2025-05-08 12:27:36,Tokopedia sangat cocok buat berbelanya segala kebutuhan .,Positif
ay ren,5,2025-05-08 12:11:42,"u,,,u",Positif
GIGIT BUWUNG AYAH,1,2025-05-08 12:06:19,kebanyakan update anj,Negatif
Enni Alifah,5,2025-05-08 11:55:21,mantap...!!!,Positif
Vemi A Riyadi,5,2025-05-08 11:52:08,SEMPURNA,Positif
Agus Maulid,5,2025-05-08 11:49:47,berubah pikiran,Positif
Yudhi Wahono,5,2025-05-08 11:48:09,ok,Positif
nurdin ahmad,4,2025-05-08 11:47:40,kenapa sekarang ga ada gratis ongkir setiap beli barang apapun,Positif
ADITIA doang,5,2025-05-08 11:34:52,sangat baik,Positif
Sulkan 123,5,2025-05-08 11:22:45,bagus,Positif
Rifky Abi Nugraha,5,2025-05-08 11:20:10,selamat tokped anda mendapatkan 5 bintang,Positif
Nesan Putraa1,4,2025-05-08 11:12:55,sukses trus,Positif
Ronal Dikin,3,2025-05-08 11:03:19,"ini kenapa sih setiap mau ngasik ulasan ke penjual kok gagal terus Masti ada masalah terus di apk nya selalu muncul tulisan ""ada masalah di rumah toped"" perbaiki dong",Netral
Tasya A.A.P,1,2025-05-08 10:44:45,"tokopedia biasanya tidak bermasalah ,kenapa bulan MEI 2025 bermasalah ,dana saya ditahan oleh pihak tokopedia saat pindah ke rekening BCA saya ,padahal jualan hp buat beli pampers susu dll buat anak",Negatif
Sulas Trialvin,5,2025-05-08 10:44:31,siap,Positif
Pradiansyah yusuf,1,2025-05-08 10:36:42,waktu Buat Hubungi CS Toped jam berapa yaa? soalnya dari kemari siang sampai siang ke esokan harinya juga g di jawab²,Negatif
Agung Piyambodo,5,2025-05-08 10:34:46,keren sih tapi harganya mahal mahal bagi orang miskin,Positif
Ramadhan Saputra,5,2025-05-08 10:28:50,mantap,Positif
Nana Rukanda,5,2025-05-08 10:26:48,barang sampai sesuai pesanan,Positif
Achmad Wibowo,1,2025-05-08 10:25:20,"Banyak seller nakal, sudah kita filter di daerah kita pas udah pesan ternyata barang masih ada di jawa, buat pembeli luar jawa ini scam sih",Negatif
Rahmat Hidayat,5,2025-05-08 10:24:44,mantaaaap..,Positif
Reyhan Saputra,1,2025-05-08 10:23:36,"pelayanan cs nya buruk order brng kaga dikirim"" padahal toko bilang stok Redi tp ko ga di kirim"" tanya ke cs cuman bilang nanti klw toko ga ngirim 3x24jam saldo balik ke kita kita niat blanja bukan simpan uang musti nya push toko nya segera kirim brng nya klw bisa Suspen toko nya klw ganiat jualan klw ga mau tokped jelek di mata konsumen.",Negatif
Zainal Abidin,5,2025-05-08 10:21:10,sangat bagus,Positif
Wangkied Wangkid,5,2025-05-08 10:08:34,baik,Positif
Bejo Jaya,1,2025-05-08 09:58:09,"Saya Suka Banget Sama Tokopedia dan Kalau Beli Online Selalu di Tokopedia, Tapi Barusan kmaren saya Beli di Salah 1 Toko dalam Tokopedia dan Pengiriman paket pake JNE, Jujur Saya Kecewa dan Gak Habis Pikir karena 3 Paket saya Sudah Berada di JNE Sidoarjo dan jarak ke Rumah saya Kurang Lebih Cuma 1 jam, Tapi Knapa Kok Paket Saya Gak Bergerak Sama Skali Sampai 3 Hari di JNE Sidoarjo??????!!!!!! Saya Tanya Pihak Toko Cuma Janji Cek Aja dan Gak Ada Kelanjutan, Tolong di Bantu TOKOPEDIA",Negatif
Hinacha,5,2025-05-08 09:30:46,ngeri banget ongkir nya please 🙂,Positif
Pikih khecot28,3,2025-05-08 09:16:26,aneh gua 2 kali beli barang di sini selalu di batalin otomatis. udh dua kali dan di toko berbeda. udh di bayar pdhl,Netral
Hoerudin lesmana,5,2025-05-08 09:15:17,bagus,Positif
My KOI's My KOI's,5,2025-05-08 09:09:41,baguss,Positif
la jaun,1,2025-05-08 09:03:27,dear develop kenapa data saya bisa di retas. sistem keamaanan kurang memuaskan. para pengguna tokopedia berhati hati dalam memberikan alamat email. karna keamanan tokopedia kurang bagus,Negatif
Teduh Ojol,5,2025-05-08 08:32:13,okeh,Positif
Galang Yanfikri97,5,2025-05-08 08:23:40,good nice,Positif
Retno Wulandari,5,2025-05-08 08:17:35,bagus,Positif
Prapti Dwi Palupi,3,2025-05-08 08:15:29,"toped makin kesini , ngasih harga promo tp seringnya dibatalin sistem, php mlulu barang gak pernh dikirim",Netral
apit saripudin,5,2025-05-08 07:36:41,mantap banget,Positif
Abdul Rohman,5,2025-05-08 07:35:58,lumayan aplikasi nya membantu bro,Positif
Abdul Rosyid,1,2025-05-08 06:34:12,berisik iklan Mulu🔥🔥🔥🔥🔥🔥🔥😡😡😡😡😡😡😡asu,Negatif
Azis Kawuloalet,5,2025-05-08 06:26:54,bgus,Positif
Kanaya Matria,1,2025-05-08 06:04:59,"aplikaso busuk lemot. apalagi pengiriman rekomendasi tokpedia. kayak jebakan , ga bisa milih rekomendasi pengiriman apa. MAU ORDER YANG JUTAAN. MAHAL MURAH.ORNGIR RATUSAN RIBU DI JEBAK PAKE JNE. YANG SULER BUSUK DAN GA NIAT. SEMOGA AJA SEGERA GULUNG TIKAR ECOMERCE BUSUK KERJA SAMA SAMA JASA KIRIM BUSUK. MIKIR UNTUNGNYA SENDIRI GA MIKIR KONSUMEN. SEGERA BANGKRUT AJA MENYUSAHKAN GA MEMPERMUDAH",Negatif
Anam Malik Ibrahim,1,2025-05-08 05:56:07,"pakai kurir rekomendasi dari surabaya ke jember, J&T dan IDX senin pagi order, kamis baru keluar dari sidoarjo. entah kapan mau sampai kalo kayak gini",Negatif
vigo widjanarko,5,2025-05-08 05:49:06,"dalam memilih toko, salah satu faktor adalah rating dan ulasan toko tersebut, tetapi sering toko layanan bagus, ada masalah di expedisi, kiranya bs dibuat rating untuk expedisi juga. sy membeli dg expedisi yg lebih mahal, tp hasilnya tidak lbh cepat dan tidak lebih baik dr yg reguler.",Positif
Dara Fitria,2,2025-05-08 05:16:56,untuk developer tolong dong perbaiki masalah jaringan yang sering error terus dan masalah masukin barang ke keranjang juga sama suka error terus,Negatif
Komalasari Sunarti,5,2025-05-08 04:59:03,sangat puas walau pun baru pertama kali blanja,Positif
Farid Ahmad,1,2025-05-08 04:31:56,"bagaimana ini pihak Tokopedia???? makin kesini makin ngga jelas paket saya tertahan shipment seized by custom, dihubungi pihak Tokopedia juga no respon , ahhh menyebalkan sekali padahal cuma sparepat hp",Negatif
Ainul Fatikhah,5,2025-05-08 04:00:34,"memberikan kemudahan dalam berbelanja, thanks 🤝🫶🙏",Positif
Rumah Maduasri,1,2025-05-08 03:33:15,sangat kecewa sekali...jualan disini cuma disalahin terus dan selalu berpihak pada pembeli..padahal deskripsi sudah sangat jelas tapi ending nya selalu memihak ke pembeli terus...maaf..saya akan menutup aplikasi semua yg berhubungan dengan tokopedia,Negatif
Rahmattulah double T,1,2025-05-08 03:29:32,"tidak suka dengan update terbaru yang isi nya ""pembeli memiliki waktu 6 hari kalender atau maksimal hingga 17 Mei 2025 pukul 23.59 untuk melakukan konfirmasi penerimaan barang atau mengajukan Pengembalian Barang dan/atau Dana jika terdapat kendala pada barang yang diterima. Jika tidak, maka pesanan akan selesai otomatis dan dana akan diteruskan Seller.""",Negatif
Firdaus Daus,5,2025-05-08 03:17:29,Okey 👍,Positif
Random GEMING,5,2025-05-08 01:18:16,sangat bagus,Positif
Agnes Berliana,1,2025-05-08 01:10:41,"Setelah diupdate, nggak bisa lihat penjelasan produk Permainannya tolong dikembalikan",Negatif
Reynal Billong,1,2025-05-08 01:06:21,"sangat sangat tidak puas 2 hari yang lalu saya melakukan pemesanan melalui tiktok dan sudah membayar lunas melalui DANA , tetapi tidak ada catatan pemesanan saya di TOKOPEDIA . Saya sudah mencoba lapor melalui TOKOPEDIA CARE , tetapi selalu tidak bisa 😡😡😡😡 , ini menurut saya aplikasi terburuk , klo bisa ga pake bintang saya lebih suka ga kasih bintang 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡",Negatif
Panji Sukma,1,2025-05-08 00:36:36,"payah makanan,minuman vape 21+ diblokir",Negatif
Elias Mainassy,5,2025-05-08 00:23:46,okelah,Positif
Afif nugi Akasah,2,2025-05-08 00:22:27,"paket overtime, di batalkan oleh sistem, tapi saldo saya belum cair... , padahal di aturannya jika transaksi via virtual akun, dana langsung cair saat itu juga..., saya sudah lama pake Tokopedia, & saya percaya pelayanannya bagus & cepat, namun baru kali ini kejadian seperti ini, jadi agak was was. mau pake Tokopedia untuk selanjutnya 🤏",Negatif
Theo Sudarja,2,2025-05-08 00:02:50,1. Setiap kembali ke halaman sebelumnya musti Muat Ulang Halaman. Dulu ga gitu deh. Versi iOS juga kembali ke jalan sebelumnya langsung tampil di barang terakhir. 2. Jaman dulu barang di keranjang jika berlebih otomatis masuk wishlist. Sekarang ga ada fiturnya. Wishlist jumlah maksimal dibuat hapus otomatis aja dari yang terlama. Ga perlu klik minta hapus.,Negatif
Siska Mahalini,1,2025-05-07 23:59:04,"pelayanan buruk,respon lama untuk menghubungi csnya.sekali balas ga nyambung,malah boot kntol",Negatif
Bagamat Ding lah,5,2025-05-07 23:40:44,ok,Positif
Lukie Momen,5,2025-05-07 23:39:27,top cocok belanja online yg profesional lah,Positif
PositiveGaming HD,1,2025-05-07 23:33:50,kupon scam buat pengguna baru,Negatif
Nur Abadi,5,2025-05-07 23:19:04,mantap Tokopedia,Positif
Aliya gandes Amirah,1,2025-05-07 22:41:54,"INI TOKPED GMN SI MAAF YA AKU KASIH BINTANG 2 KARNA ADA ALESAN, AKU MESEN BRNG DRI TGL 29APRIL DAN SAMPAI SKRNG ITU BARANG DALAM KONDISI PERJALANAN KE RUMAH TAPI GANYAMPE NYAMPE ANJJ, UDH MINTA PENGAJUAN PENGEMBALIAN DANA MALAH DITOLAK GEGARA PAKETNYA BLOM DATENG, KALO MAKIN LAMA LAMA KEK GINI 2 TAHUN KEMUDIAN APA NI BARANG MASIH GINI? TOLONG DEH KLO BUAT PERATURAN MIKIR ANJR JAN ASAL NOLAK KALO GATAU APA APA DEH",Negatif
Sendi Antoni,1,2025-05-07 22:32:02,"Tokopedia care tolol Barang ga datang lebih dr 1 bulan tetap disuruh menunggu investigasi dari kurir, chat dgn admin ky chat dgn kentut diulang2, katanya akan diinvestigasi 72jam,setelah lewat malah investigasi lagi gak ada ketegasan dr aplikasi sebesar ini, semoga saja kau cepat bangkrut",Negatif
hermawan agung,1,2025-05-07 22:30:27,"JAWAB KELUHAN SAYA, SAYA UDH CHAT TOKOPEDIA CARE, MAUPUN CS TOKOPEDIA DI APLIKASI NYA GA DIBALES DAN GA DIKASIH SOLUS!!!!!",Negatif
Muhammad Iie Supriatin,3,2025-05-07 22:18:19,"kecewa sama kualitas pencarian, sudah di ketik secara detail, hasilnya masih ngaco, nyasar jauh..",Netral
Jesica Prisilia,3,2025-05-07 21:51:49,ongkirnya mahaaaall,Netral
Andini Naiborhu,1,2025-05-07 21:48:10,tampilan pilihan metode pembayaran begitu lemot,Negatif
Glenn.Harvey.23 Harvey.23,5,2025-05-07 21:05:56,kenapa tidak bisa bikin alamat,Positif
eko edi wibowo,1,2025-05-07 20:37:12,ngapain ada feed segala sih. kopmlain barang ajaaplikasinya malah error,Negatif
Abdul Hasyim,2,2025-05-07 20:34:44,"Perlu pemberian penilaian utk kurir yg di gunakan. Krna sbagian kurir tdk mengirim paket ke alamat, pas cek status ""pengiriman gagal dan akan di kembalikan ke pengirim"". Kan aneh, paket tdk pernah di krim ke alamat, sdah di tunggu berhari² ternyata mau di kembalikan ke pngirim. Hbis waktu percuma",Negatif
wahyuni syarif,4,2025-05-07 19:47:34,ini bagus sangat bijak,Positif
Musolin Gps,5,2025-05-07 19:38:15,bagus,Positif
Fajar Prasetya,5,2025-05-07 19:37:20,harapan terakhir semoga bisa membantu tokopedia 🙏,Positif
Schawabacher,1,2025-05-07 19:33:22,"aplikasi tidak dapat menyelesaikan masalah yang di alami pembeli, seperti masalah keterlambatan yang sering kali melewati waktu estimasi, serta aplikasi lebih sering memberi saran ketimbang memberi solusi yang lebih berguna untuk pelanggan, seperti contohnya memberi informasi kurir pengiriman terkait atau memberi jaminan keterlambatan untuk pelanggan, dan juga customer service aplikasi sering memberi saran berulang dan jarang memberi solusi pasti atas masalah yang terjadi.",Negatif
andika zulfiqar s,1,2025-05-07 19:32:42,"skrg aplikasinya sering error, ada beberapa fitur yg tidak bisa dibuka misal wishlistnya crash atw error tidak bisa d akses, makin lama makin payah aplikasi ini, gk lama bakalan hapus juga nih aplikasi mending pindah ke tiktok shop",Negatif
Razka Alfatih,5,2025-05-07 19:09:37,bagus,Positif
Zz as Zaineli,1,2025-05-07 19:02:54,toko pedia so pasti murah,Negatif
Hery M,5,2025-05-07 19:01:32,Ok 👍,Positif
Syabiz,3,2025-05-07 18:57:46,Sayangnya fitur affiliatenya minimal penarikan harus 50 ribu... dan hanya bisa pake rekening bank yang notabene feenya mahal... harusnya minimal 10 ribu dan bisa pake ewallet seperti dana atau lainnya... trus komisi bukan presentase tapi nominal hingga produk belasan juta juga di affiliate cuma komisi 10-30k. terlalu fokus ke affiliate tiktok lupa benahin internal tokopedia sendiri... mohon tingkatkan system affiliate tokopedia. ramahlah sama affiliator dan berikan kemudahan...,Netral
Elijah Andy Setiaone,1,2025-05-07 18:54:08,Barang pesanan saya di mana? Makanya pakai map seperti Shopee. Percuma banyak promo tapi pengiriman lelet,Negatif
Reno Aldo,1,2025-05-07 18:51:36,pelit tidak ada gratis ongkir,Negatif
panuntun adhie,1,2025-05-07 18:43:27,"Ga niat kasih fitur refund, cs ga bisa dimintain penjelasan",Negatif
Aburizqan Mita,5,2025-05-07 18:43:23,sangat puas berbelanja di aplikasi ini 🤗😍🥰🥰,Positif
Dolphin Phone,1,2025-05-07 18:34:54,Tolong hapis data saya karena aplikasi ini sudah membocorkan data saya,Negatif
