userName,score,at,full_text,kategori
Sri Maryati,5,2025-05-01 19:36:00,shoope sangat bagus memberikan solusi hemat biaya dan waktu,Positif
Asep Yunus,5,2025-05-01 19:35:09,dgn adanya shopee belanja lebih mudah,Positif
Daffa Pret,5,2025-05-01 19:34:48,terlalu bagus pilihan nya,Positif
Arif Darmawan,4,2025-05-01 19:33:52,oke,Positif
Muhammad Mishbahul Luthfi,5,2025-05-01 19:33:02,bagus,Positif
skot weris,1,2025-05-01 19:31:55,Sekarang pengirimannya sangat lambat parah! parah! padahal udah lama berlangganan di shopee,Negatif
"Senja, Terapis Alternatif Kesehatan.",5,2025-05-01 19:31:50,"Selama sy blnja online disini blom ada yg kekurangan'nya, Tepat Waktu, bnyk diskon, dan blom pernah jasa kurirnya mnt Tips, Sukses selalu Shopee...",Positif
Mira Official,1,2025-05-01 19:31:46,"GA jelas Cuma makan tolakan mulu..BELANJA JUTABAN. HAPUS SPINJAM ,PAYLATER SAYA. KECEWAAA..",Negatif
Hendi Hermawan,5,2025-05-01 19:30:58,puas blanja dishopi,Positif
Famelia Pattikawa,5,2025-05-01 19:30:04,selalu terbaik,Positif
Muhammad Bagus Firisky Adeputra fabludiansyah,5,2025-05-01 19:29:33,"Shopee layanan jual beli online yang bagus.voucher dan diskon nya mantap .semua aku beli dari hp ,baju ,sepatu dan lain lain semuanya di shopee.. terbaik deh Shopee daripada Apk sebelah..shopee sangat menguntungkan,,bintang 5 deh klo ada lagi aku kasih bintang 10😋🥰",Positif
Oji Sairoji,5,2025-05-01 19:29:11,top,Positif
Dedi Dedian,5,2025-05-01 19:29:07,serba ada mantab,Positif
Budianto,5,2025-05-01 19:28:14,the best,Positif
Lukman Nurhakim,5,2025-05-01 19:27:22,"untuk saat ini menurut saya apk shopee yang terbaik untuk memesan barang melalu online,,",Positif
Hay Aries,1,2025-05-01 19:27:17,buka aplikasi selalu muncul video. mengganggu pemandangan,Negatif
Fani Saputra,5,2025-05-01 19:27:05,Thebest..,Positif
Darmawan syah,5,2025-05-01 19:26:47,Trimakasih sangat membantu sekali,Positif
Neng Nissaanis,4,2025-05-01 19:26:17,"halo, kenapa komisi shoppe affiliate saya berkurang otomatis yah? saya merasa dirugikan",Positif
Rahmad sri mumpuni,5,2025-05-01 19:25:39,sip sesuai pesanan,Positif
Sadikin Rbj,4,2025-05-01 19:25:23,shopee dari dulu sampai sekarang masih menggunakan apl ini mudah dan praktis,Positif
Agus Seswanto,5,2025-05-01 19:25:01,sangat puwas,Positif
My Nie,1,2025-05-01 19:24:58,"proses pengembalian dana nya lelet, giliran nagih utang sehari nelfonin sampe puluhan kali",Negatif
Mahammad Naufal,5,2025-05-01 19:24:20,saya sudah beli beberapa kali tapi sesuai semua dan amanah penjul' nya,Positif
Amiril Ambiak 076,5,2025-05-01 19:23:53,good,Positif
Dhevan Bassalamah,4,2025-05-01 19:23:53,lumayan baik,Positif
Hiqomah Hiqo,2,2025-05-01 19:23:35,gk bisa dapat koin lagi karena aktivitas mencurigakan. padahal akunku normal2 aja.,Negatif
Bambang Bambang,4,2025-05-01 19:23:35,suka banget,Positif
07. BANYU NOER ALAMSYAH,1,2025-05-01 19:23:14,"tolong masalah penipuan, masalah pembatalan pesanan karena penipuan",Negatif
DJ MARSMARSI,4,2025-05-01 19:22:17,rekomendasi merek yang tidak sesuai harus di perbaiki lagi,Positif
Valencia Abrina,5,2025-05-01 19:21:48,ok,Positif
M aflah Zihni,5,2025-05-01 19:20:11,aku ga bisa metode pembayaran cod,Positif
Samuel Kurnia Putra,1,2025-05-01 19:19:01,udah aplikasi nya berat banget sekarang tiap awal buka apps nya langsung diarahkan nonton live streaming orang jualan,Negatif
Wanda Saputra,5,2025-05-01 19:19:00,mantap,Positif
Maput Chyput,5,2025-05-01 19:18:26,"sebenarnya apk ini bagus, tapi alangkah bagusnya kalau p.kurir memberi informasi dulu dan mencantumkan nomor hp si kurir supaya tidak ada kejadian pesan fiktif. mohon dipertimbangkan ya....",Positif
Nuning Islamiah,5,2025-05-01 19:17:38,jasa jual beli yg bagus,Positif
catering redjo,5,2025-05-01 19:17:31,terimakasih shopee belanja mudah dengan adanya shopee,Positif
Toni Krisiyanto,5,2025-05-01 19:16:39,mantap,Positif
zulhan zhull,5,2025-05-01 19:16:18,bagus,Positif
Moehamed Ilham,1,2025-05-01 19:16:07,"Saran saya GK usah download, Tambah hari bikin malas pake shopee, bisa2 nya kita GK Nerima paket, trus di kembalikan malah kena sanksi cod nonaktif...",Negatif
Deni Supandi,1,2025-05-01 19:15:23,saya pesen barang status nya di terima tapi barang nya tidak ada kata kurir di ambil operator. tolong pihak shope pecat operator maling .. lokasi di kab pendeglang banten.,Negatif
Mbako Ireng,5,2025-05-01 19:14:09,Gratis 0ngkiR adick adick ... !!! 🤫🤭🗿🤟,Positif
Boby Dunggio,5,2025-05-01 19:12:36,sudah lama pakai shopee,Positif
inur afni,5,2025-05-01 19:12:28,goodd,Positif
Ai Tania,5,2025-05-01 19:12:21,saya sangat suka bgt belanja onlain di shopee sangat membantu terima kasih🙏🙏👍👍,Positif
beat std,5,2025-05-01 19:12:08,mantappp,Positif
Mardi Sumardi,5,2025-05-01 19:11:18,Alhamdulillah tokonya amanah barang sesuai pesanan dan kurirnya juga ramah terimakasih semoga Shopie tambah gede,Positif
Jark Benu,5,2025-05-01 19:10:58,MANTAP Saya sebagai kurir shope SPX Wilayah sulawesi barat Polman Tepatnya Tinambung Hub,Positif
Ade Putra,5,2025-05-01 19:10:35,"penjualan saya sepi,padahal sudah iklan,dan biaya iklannya juga mencekik,tidak banyak yang lihat produk saya..",Positif
Yanti Laela,1,2025-05-01 19:10:10,bintang satu lebih cocok,Negatif
Mazaya Iklil Jinan,3,2025-05-01 19:09:52,terkadang lambat juga susah di atur😤😤 👎,Netral
Dwi Wahyu,5,2025-05-01 19:09:51,jumlah barang sesuai. baramg diterima dikota lain jadi tidak bisa menampilkan gambar,Positif
Muhammad Ali Huseng,5,2025-05-01 19:09:29,bermanfaat bagi orang-orang yg punya uang,Positif
Budi,5,2025-05-01 19:09:22,bagus hak pembeli di perhatikan,Positif
Nani Yuningsih,1,2025-05-01 19:08:56,"fitur CS hapus aja, GK guna",Negatif
Dede Haedarruloh,5,2025-05-01 19:08:54,bagus,Positif
erick egon,5,2025-05-01 19:08:08,selalu ok,Positif
Farid Ahdan,4,2025-05-01 19:07:52,sangat puas dengan aplikasi shopee,Positif
H Rahmat,4,2025-05-01 19:07:49,mantap dan terjangkau,Positif
Meika Jumia,5,2025-05-01 19:07:48,baik,Positif
Gsgsv Jsjjsj,4,2025-05-01 19:07:19,bagus,Positif
Yusuf Iraamadan,2,2025-05-01 19:06:37,bgus,Negatif
dewiaty leni73,5,2025-05-01 19:06:19,cakepp app nya,Positif
Astri Dianata,4,2025-05-01 19:05:24,"bagus, cuma KLO komplain untuk mengembalikan uang dll agak LAMA",Positif
Ju Na,5,2025-05-01 19:05:22,tolong aktifkan paylater saya,Positif
Untung Yudianto,5,2025-05-01 19:04:32,sangat puas,Positif
Irfan Shiddieqi,5,2025-05-01 19:03:33,oke,Positif
Imtinana Nafilah,5,2025-05-01 19:03:08,membantu menemukan barang yg jarang di sekitar kita. cuman kadang ekspedisi tertentu ngga update resi,Positif
As'ari Ari,5,2025-05-01 19:02:53,bintang 🌟 yang bicara,Positif
Zuliadimangsih Manalu,5,2025-05-01 19:01:59,mantab,Positif
I WAYAN ADEX ANGGI YUDISTIRA,4,2025-05-01 19:01:53,"untuk admin shopee,Tolong expedisi ANTER AJA di blokir,Dan dihapus saj!!!Expedisi ga jelas,Pengiriman Lambat!!!!",Positif
Samsul Hadi,5,2025-05-01 19:01:31,sangat bagus app,Positif
Wahidin,5,2025-05-01 19:01:25,suka dg sopi blanja jd lebih mudah,Positif
Teti Mulyati,5,2025-05-01 19:01:22,"saya suka belanja di shopee,harga sangat bersahabat",Positif
Sofia Gufron,5,2025-05-01 19:01:12,bagus ....,Positif
Harios Zakalizo,5,2025-05-01 19:00:34,mantap sih👍👍👍👍👍,Positif
Suhendri Hendri,5,2025-05-01 19:00:18,semua barang yg di pesan cocok semoga berkah,Positif
Luluk Aprianti,5,2025-05-01 18:59:56,baik n lancar,Positif
Lestari Lestari,3,2025-05-01 18:59:47,kok bisapesanan saya hilang di aplikasi SD sopee,Netral
Rana Andrina,5,2025-05-01 18:58:53,mantap banyak gratisan puas banget,Positif
nurkholik,3,2025-05-01 18:57:54,"Saya pengguna setia shopee, sering belanja dan pinjam uang juga,,,dan pembayaran saya selalu lancar,,, tp kenapa limit spinjam saya tidak prnah naik, mentok di 750 000....",Netral
Dhea Novita,5,2025-05-01 18:57:18,bagusss bangettttt ❤️,Positif
Nur FL,5,2025-05-01 18:56:00,aplikasinya bagus,Positif
YKS Channel,5,2025-05-01 18:55:04,Pembayaran lewat akulaku jdi tidak ada,Positif
Feri Arianto,1,2025-05-01 18:54:24,aplikasi terburuk,Negatif
Ridho Bta,5,2025-05-01 18:54:11,ok mantab,Positif
sinta vyofe,5,2025-05-01 18:54:01,belanja yg sangat menyenangkan dan sangat membantu,Positif
Herlina Aulia,5,2025-05-01 18:53:33,Shoppee sangat memuaskan dengan semua penjualan nya 😊,Positif
Agus Imam,5,2025-05-01 18:52:40,mantap,Positif
Irfan Irsyad,5,2025-05-01 18:52:08,bagus,Positif
KRIS MANSYAH,5,2025-05-01 18:50:27,"sangat membantu dalam berbelanja, 😁😁😁👍👍👍",Positif
Moch bohari,5,2025-05-01 18:50:22,mantap,Positif
Dodi Saputra,5,2025-05-01 18:49:33,Mantap terpercaya,Positif
Minarni Tosepu,5,2025-05-01 18:49:05,Barangnya bagus dan pengiriman cepat,Positif
mega resti meilani,5,2025-05-01 18:48:24,keren,Positif
Sucipto Sucipto,5,2025-05-01 18:47:39,Toko yang amanah,Positif
Nanang Sulistyono,5,2025-05-01 18:47:20,bertanggung jawab bahkan jika ada klaim langsung ditangani pihak shopee,Positif
Ari Yuluanto,5,2025-05-01 18:47:18,mantap pokoknya,Positif
Bukan Ghostie,1,2025-05-01 18:46:38,"aneh, di saya nggak bisa lihat pesanan",Negatif
Abdul Abas,5,2025-05-01 18:45:58,pelayanan bagus,Positif
Raffibirdfarm,1,2025-05-01 18:45:30,sekarang shope pengiriman nya lambat mending ganti ke apk sebelah yu kawan²,Negatif
Maira Momoy,4,2025-05-01 18:44:26,mantap,Positif
Didik Setiawan,5,2025-05-01 18:42:58,mantap,Positif
Eko Widayat,5,2025-05-01 18:41:43,"selalu tingkatkan yang lebih untuk fasilitas juga selera, tingkatkan amanah barang yg di jual sesuai yg di promo kan sesuai yang di antar.... makin maju aja",Positif
Ghafur El gha,5,2025-05-01 18:40:23,ok,Positif
Salihnikmat Brt,5,2025-05-01 18:39:15,barang sesuai pesanan,Positif
Khabib Fakrudin,5,2025-05-01 18:38:57,belanja di shope lebih terpercaya... aman dan terlindungi sebagai customer...,Positif
Nathan Erdo,5,2025-05-01 18:38:50,beli barang apapun ada,Positif
BinchouTan,5,2025-05-01 18:38:33,"mantap sih, pokok nya bagus banget",Positif
gali kurniawan,5,2025-05-01 18:38:21,layanan belanja yang bermanfaat tapi harus pintar,Positif
Rhio dejaneiro,5,2025-05-01 18:37:52,sangat membantu,Positif
Mbak Irah,4,2025-05-01 18:37:45,top,Positif
Vikki Nurivani,5,2025-05-01 18:36:56,aplikasi shopee nya sangat bagus👍👍,Positif
Sigit Wahidin,5,2025-05-01 18:36:56,lumayan tidak mengecewakan,Positif
Jenal Jenal,5,2025-05-01 18:36:42,"sangat puas belanja di Shopee banyak geratis ongkirnya tokonya pada amanah ,puasss..,",Positif
andri indrawanto,5,2025-05-01 18:36:32,udah 6bln coba pinjaman tp d tolak trs. kapan di acc spinjamnya hhhhhhhhh... lain itu baik semua dari segi harga barang dll,Positif
Susi Widiia,5,2025-05-01 18:35:28,shoppe top bgt,Positif
Macim Driver,1,2025-05-01 18:35:19,belanja udah abis jutaan ngasih paylater aja susah pelit ny mintak ampun,Negatif
gusni yenti1,5,2025-05-01 18:34:45,baik,Positif
Rio Gushandayanii,5,2025-05-01 18:34:11,nice,Positif
Rachmad Sugiarto,5,2025-05-01 18:33:19,barang bagus sesuai kondisi keuangan,Positif
28. Nur Wahyu Ramadhani,5,2025-05-01 18:33:11,"lebih suka pengiriman cepat, harga murah banyak diskon, sangat puas",Positif
Mawarni Telaumbanua,5,2025-05-01 18:32:40,Saya lebih suka membeli di shoppe daripada aplikasi lainnya.,Positif
sutarto mas thoo,5,2025-05-01 18:32:07,ok,Positif
sal wa,5,2025-05-01 18:31:17,shoope keren deh,Positif
Sandi Martin,5,2025-05-01 18:31:05,Tolong pihak shope saya gagal login terus padahal mau belanja gagal terus di vertifikasi wajah,Positif
Jihan Hasnandra,5,2025-05-01 18:30:49,sangat membantu sekali,Positif
Baso arif,5,2025-05-01 18:30:48,pengiriman cepat dan kurir nya ramah² dan harga nya terjangkau ayok belanja di shoope aja teman² murah dan terpercaya 😀,Positif
Adinda Dinda,5,2025-05-01 18:30:38,good,Positif
Sherly,5,2025-05-01 18:29:55,"Belanja di shopee mau belanja apa aja ada,bisa cod & gratis ongkir lagi,mantul banget 👍☺️",Positif
Samsung Smartphone,5,2025-05-01 18:29:17,bahan sangat bagus pelayanan ny juga sngat bagus kurir ny rama,Positif
Tedi Julian,5,2025-05-01 18:28:56,baik dan respon cepat,Positif
Yeyes Suryanto,5,2025-05-01 18:28:23,aplikasi yang memudahkan berbelanja untuk semua kebutuhan dan harga terjangkau banyak pilihan produknya 👍👍👍👍,Positif
Kang Rokhi,5,2025-05-01 18:28:08,sangat membantu,Positif
ADI PURNAMA,5,2025-05-01 18:27:24,"semoga amanah aja buat penjual,bikin pembeli puas",Positif
Kristan,5,2025-05-01 18:26:47,Bagus,Positif
abuThariq tv,5,2025-05-01 18:25:01,top,Positif
Ann Syah,2,2025-05-01 18:23:04,"download fitur mulu, ganggu bgt. padahal aplikasinya sering bgt dipake, yakali fiturnya download lagi download lagi 😒",Negatif
Che Ppy,5,2025-05-01 18:22:29,sangat puas,Positif
memey chan,5,2025-05-01 18:22:07,👍👍👍,Positif
Julia Lia,5,2025-05-01 18:19:57,kenapa saya tidak bisa me update shopee,Positif
Fitri Widi,5,2025-05-01 18:17:52,mantap,Positif
Putri Cantika A.,5,2025-05-01 18:17:31,"belanja hemat, mudah dan murah",Positif
Devan dra,4,2025-05-01 18:16:23,Aplikasi nya bagus,Positif
Entis Sutisna,5,2025-05-01 18:15:50,aplikasinya bagus aman terpercaya,Positif
Boim Barbar,5,2025-05-01 18:15:48,"kenapa pesanan selalu di tunda pengirimannya,dan bukti rincian pengiriman alamat orang lain,tolong shopee di tindak lanjuti masalah ini",Positif
Nur Purnama,1,2025-05-01 18:15:30,ongkir nya mahal masa barang 15 rb ongkir nya 40 rb bisa gak sih gratis ongkir aja,Negatif
Hesti Susepty,1,2025-05-01 18:15:30,"Tolong ini kenapa shopee... dari kemarin setiap saya mau pesan selalu disuruh buat ulang alamat padahal alamat saya sudah saya buat, ini mempersulit saya ketika lagi war diskon/flash sale karena harus memasukan alamat setiap kali mau checkout tolong dong diperbaiki bug ini",Negatif
Irfan 457 Irfanmustofa,5,2025-05-01 18:15:15,saya suka shopi sangat membantu,Positif
Azwar Fernando,5,2025-05-01 18:14:53,barangnya sesuai dengan pesanan. pelayanan nya sangat memuaskan,Positif
Jacky Teze,5,2025-05-01 18:14:49,mantap,Positif
Kamaruddin,5,2025-05-01 18:14:18,shopee tidak pernah mengecewakan pelayanan sangat baik,Positif
Dayyu Motor,5,2025-05-01 18:14:00,sangant membantu dlm berbelanja mudah dan praktis..sukses slalu untuk shopee,Positif
Agus Ars,5,2025-05-01 18:13:58,langsung bintang 5 mantap pokok nya,Positif
Yana yan,5,2025-05-01 18:13:58,bagus sekali,Positif
jufri yadi,5,2025-05-01 18:12:48,good,Positif
Riski Fawaz,5,2025-05-01 18:12:38,belanja lebih mudah,Positif
Sayyid Ali Darmansyah,5,2025-05-01 18:12:23,"entah salah yang mana, sering kena video demo/foto display bajakan gak jelas foto ori barang kw tidak sesuai sama dengan fisik barang yang akan dibeli, ori atu kw gak masalah jujur aja harap kedepan apk bisa diperbaiki dan blokir seller gak jelas",Positif
Sarah Cahyadi,5,2025-05-01 18:12:03,"shopee sangat membantu saya ,yang kekurangan, makasih shopee!!! , Semangat!!! , semoga kedepannya trus membatu tanpa membebani ekonomi",Positif
Emma Ratnasari,1,2025-05-01 18:11:12,"gedeg banget ma no shopee.setiap order pasti di batalakn.padahal sudah sesuai s&k. pembatalan dengan alasan penggunaan voucher berlebihan eh kita baru mau beli,sudah di batalkan.",Negatif
Camelia damanik,5,2025-05-01 18:09:36,bagus,Positif
Navla Novanda,5,2025-05-01 18:09:19,"kualitas barang sesuai dengan harga, harga juga sangat terjangkau",Positif
Marji Anto,5,2025-05-01 18:09:17,bagus,Positif
Zackia Assalwa,5,2025-05-01 18:08:55,dengan shopee semua bisa belanja dengan mudah,Positif
Dudin Saprudin,5,2025-05-01 18:08:45,lebih praktis,Positif
Kopler amin,5,2025-05-01 18:08:34,jos gandos,Positif
Aa Hermawan,5,2025-05-01 18:08:34,goodd,Positif
Sukmawati 10,5,2025-05-01 18:08:13,mantap,Positif
Mamat Uwing,2,2025-05-01 18:08:06,hari pengalaman buruk tdk bisa pembyrn payletter karena tdk bisa akses...dan tdk respon lwt chat costumer service,Negatif
Sanghiyang Wenang,5,2025-05-01 18:08:01,trima ksh shopee,Positif
Gilang Ghazi,5,2025-05-01 18:07:24,jos,Positif
Sam Sultan,5,2025-05-01 18:05:17,Mantap suka banget,Positif
Mohammad Irfan,5,2025-05-01 18:05:07,sangat rekomendasi belanja di shopee,Positif
Pin Terest,2,2025-05-01 18:04:58,sekarang pengirimannya lama banget... ga kayak dl,Negatif
Palvis Syafri,1,2025-05-01 18:04:43,diblokir aja itu seller yang tidak amanah.. ngirim barang saya yg sudah mau expired.. nnti akan banyak bermunculan seller seller seperti ini kalo shopee tidak tegas.. kasihan nnti pembeli yg lain.. saya uninstall aja ini aplks shopee.. sangat sangat buruk dan tidak memuaskan,Negatif
Rahmad S,1,2025-05-01 18:04:13,"Mohon maaf ya bapak ibu software developer & ui ux designer, buka shopee kok langsung buka shopee video/video live. Sy mau beli sesuatu yg sy inginkan.. bukan mau nonton video live, kembalikan shopee ku yang terdahulu 😔",Negatif
Agung Indratno,5,2025-05-01 18:03:41,aplikasi yg sangat membantu pekerjaan semuanya jadi mudah,Positif
Hery Purnomo,5,2025-05-01 18:02:54,"ok, suka sekali apk.shopee",Positif
Juan Gayo,5,2025-05-01 18:01:58,Mantap,Positif
Alvin wijaya,5,2025-05-01 18:00:54,mantap,Positif
Jhon Grang,5,2025-05-01 18:00:52,saatnya shopee. jual beli gercep dan akurasinya tinggi.,Positif
hairil eril,5,2025-05-01 17:59:31,mantap,Positif
Henky Setyawan,5,2025-05-01 17:59:01,ok,Positif
Usep Ahmady,5,2025-05-01 17:58:39,bagus,Positif
Dedeh Dalilah,5,2025-05-01 17:58:27,Shopee bisa membantu untuk membeli barang dengan onlai atau COD barang yang dijual juga bags bagu aku suka belanja di shopee 👍👍,Positif
Budi Prayitno,5,2025-05-01 17:57:53,puas,Positif
Tovan Prasetio,5,2025-05-01 17:57:43,"sangat membantu,,Terimakasih.. 🙏🙏",Positif
Siti Fatimah,5,2025-05-01 17:56:57,saya suka belanja di shopee..terima kasih shopee,Positif
Bagus Prabowo,1,2025-05-01 17:56:47,"Untuk penjual pencairan dana kesaldo penjualan lama,padahal kalau dulu setiap pembeli mengkonfirmasi/klik penerimaan barang otomatis dana langsung cair kesaldo penjualan,sekarang harus nunggu sampai batas waktu maksimal pencairan,mohon sistem untuk pencairan dana diperbaiki minimal seperti dulu setiap orderan sudah dikonfirmasi/diklik penerimaan oleh pembeli dana langsung otomatis masuk kesaldo penjualan,jadi penjual gak dirugikan.sudah kami konfirmasikan keCS jawabannya tetap sama batas cairnya",Negatif
Aril Hafiz,5,2025-05-01 17:56:32,ok,Positif
dina syafradika,5,2025-05-01 17:56:30,memudahkan,Positif
Siti Nur hasanah,5,2025-05-01 17:56:12,Sangat baik,Positif
Anisa Indah Akhsanti,5,2025-05-01 17:55:58,Mei 2025 Apk semakin lemot,Positif
almas pratiwi,5,2025-05-01 17:55:48,shopee keren abiis koleksinya,Positif
Fajar Blembong,5,2025-05-01 17:55:34,"packing rapih pengiriman cepat,banyak promo""a,harga juga murah murah,tp barang nya nggak murahan, mantap shopee,lancar dan jaya teruz,,,,,",Positif
Rahma Auliya,5,2025-05-01 17:55:32,lumayan harga ada yang terjangkau dan mahal ya tapi lebih praktis beli online,Positif
Deri Jeep,1,2025-05-01 17:55:24,pengiriman tidak sesuai Estimasi Tiba Contoh harusnya menerima paket Tgl 1 malah Tgl 4 kan aneh gk Sesuai Estimasi,Negatif
Topan Cell,5,2025-05-01 17:55:19,sangat membantu,Positif
Annisa Irfani yusmana,5,2025-05-01 17:55:10,baguss,Positif
Melly apprilya,5,2025-05-01 17:55:06,"sejauh ini sih masih nyaman belanja dishopee,, gampang GK perlu ke toko sudah di antar.",Positif
Ayu permata Sari,4,2025-05-01 17:54:57,Alhamdulillah selama belanja di shope barang selalu bagus gak ngecewain dan minta tolong pada saat pengantaran nama dan nomor kurir dicantumkan agar kalo mau tau barang sampai mana bisa menghubungi kurirnya,Positif
entri sutrisna,5,2025-05-01 17:53:15,Alhamdulillah tidak mengecewakan,Positif
HARIYONO,3,2025-05-01 17:52:01,update Mulu ngabisin penyimpanan,Netral
hari yono lubis,5,2025-05-01 17:52:00,mantap bagus bangeeet,Positif
Apotik Prima,5,2025-05-01 17:50:08,mantap,Positif
yulia fitri,5,2025-05-01 17:49:22,sngat membantu,Positif
fachru rarid,5,2025-05-01 17:48:52,sangat mudah untuk mencari kebutuhan,Positif
Amatt Amatt,5,2025-05-01 17:48:03,tolong murakan ya shopee,Positif
Olis,4,2025-05-01 17:47:44,"sebaiknya jika pesanan sudah dalam perjalanan harus tertera nomor kurir yang mengantar biar bisa komunikasi, udah dua hari loh pesenan saya gak Dateng2 macet di kurir,terus aja pengiriman ulang,kalau gak ya dibatalin sepihak. mau nanyain gmna bingung gakk ada nomor hp kurir yang tertera🙏🏻",Positif
Riski Catur R,5,2025-05-01 17:45:54,jngan ragu ... barang sesuai pengiriman cepat,Positif
Don Bosco,5,2025-05-01 17:44:53,selalu puas belanja disini... toko nya amanah semua,Positif
Ef Rosmawaty,5,2025-05-01 17:44:15,sangat puas belanja d shopee,Positif
Adv Mjd,5,2025-05-01 17:43:30,good,Positif
Maulidiya Herlina,5,2025-05-01 17:42:33,belanja di Shopee lebih murah daripada ditiktok,Positif
Adinata,1,2025-05-01 17:42:02,saya tidak suka setiap baru buka langsung masuk ke video.,Negatif
Aku Bahagia,5,2025-05-01 17:41:02,"sangat membantuku, dan Murah2",Positif
Wider Zega,5,2025-05-01 17:38:41,terimakasih banyak Shopee,Positif
Hendry Besi,5,2025-05-01 17:38:11,"mantap shopee sekarang keluhan buyer makin di dengar, pengembalian barang makin gampang, tolong basmi dan tegur seller seller nakal yang sering jual barang cacad tidak lengkap dan tidak berfungsi.",Positif
Muhammad Yusuf,1,2025-05-01 17:37:34,"Shopie lelet sekali pengirimannya sekarang,fitur batal otomatis nya terlalu lama 15 hari,kedepan 8 sampai 9 hari sudah otomatis batal saja,diluar dari bencana alam serta libur hari keagamaan,kalau hal lain Shopie bagus,",Negatif
Dawak Mirie,4,2025-05-01 17:37:32,aplikasinya sangat bagus tapi jasa pengiriman spx sangat jelex. kalau gk niat buka jasa spx mendingan tutup aja. pengiriman selalu terdepan lelet dan mbuletnya,Positif
Sukamto Sukamto,5,2025-05-01 17:36:10,sangat mudah dan murah,Positif
Ufik Ufik,5,2025-05-01 17:35:55,sangat baik,Positif
bang sori,5,2025-05-01 17:35:34,ok lah KLO untuk belanja,Positif
MUHAMMAD HAZAIRIN,5,2025-05-01 17:35:28,"Shopee is the comfortable Marketplace for me and it the best so far. ShopeePay, especially Spaylater is a friend of mine in the moment of shoping basic needs and complete household needs, both offline and online.",Positif
Ardy Naga,1,2025-05-01 17:35:09,Skrng ongkir shopee mahal dan pengiriman barang sering di tunda,Negatif
Mince Sampe,4,2025-05-01 17:34:50,terpercaya,Positif
Darwink Sudarwink,5,2025-05-01 17:34:44,Menurut ku aplikasi ini sangat membantu...,Positif
BELLY ERLANGGA,5,2025-05-01 17:34:01,Barang sesuai dan pengantar ramah,Positif
Ika Wati,5,2025-05-01 17:33:30,"Alhamdulillah.. bagus, puas, nanti order lagi..",Positif
Kiki Kurniawan,5,2025-05-01 17:33:18,asik,Positif
Melsi Manas,5,2025-05-01 17:33:06,terimakasih shope,Positif
Arifudin201175 Arifudin din brodien,5,2025-05-01 17:32:42,banyak bonusnya.,Positif
Muhammad Rauffurrohim,5,2025-05-01 17:32:19,bagus,Positif
Jhack Tongkonan,5,2025-05-01 17:31:55,ok,Positif
Oppof1s 225,5,2025-05-01 17:31:32,Jos,Positif
Aveiro channel,1,2025-05-01 17:30:26,CS yang tidak berguna.,Negatif
Astutik Danz,5,2025-05-01 17:30:15,sangat baik buat belanja,Positif
arjuna 770,4,2025-05-01 17:29:36,kenapa pembelian kedua malah naik harga nya harus nya di korting,Positif
Titin Lisnaeni,5,2025-05-01 17:28:55,"trimakasih banyak,shopee sudah banyak membantu dan mempermudah berbelanja, banyak diskon dn voucer gratis ongkirnya semoga lebih maju ya shopee😍",Positif
Renny Ekasari,5,2025-05-01 17:28:23,bagus,Positif
Foundy Yonathan,5,2025-05-01 17:28:05,Mantap,Positif
kabul abimanyu chanel,5,2025-05-01 17:27:24,"Top pokoknya....😍😍😍 top markotop dehhh,keren",Positif
Infinix Tajur,5,2025-05-01 17:27:13,bagus,Positif
Angga Restu,5,2025-05-01 17:26:46,"sangat suka belanja online di shopee,karna gratis ongkir",Positif
Adi Adi,5,2025-05-01 17:26:42,sangat membantu & mudah d akses serta pengiriman cepat,Positif
Dikaa aSHwin,5,2025-05-01 17:26:40,shopee mantapp👍👍,Positif
nur mahmut,3,2025-05-01 17:26:20,"Untuk tim shopee pengiriman spx tolong dinormalkan sperti layanan jnt dulu max 3 hari nyampe. repot juga kalau ada tanggal merah banyak, nyampe 1 Minggu. pilah dan periksa akun penipu di shopee demi kenyamanan dan penyedia layanan sama-sama untung",Netral
Sulaeman Sodikin,5,2025-05-01 17:24:52,"belanja dan transaksi apapun menjadi lebih mudah,termakasih shopee semoga kedepannya menjadi lebih baik lagi",Positif
Sobri Simbolon,5,2025-05-01 17:24:40,tempat belanja yang menarii,Positif
David Ahmad,5,2025-05-01 17:23:39,ok ok,Positif
syamsul ma'arif,5,2025-05-01 17:23:36,"shopee menawarkan gratis Ongkir , harga yang kompetitif shopee memeiliki beberapa produk sehingga, memudahkan penguna untuk memeilih barang yang cocok/perbandingan",Positif
Rava Pradita tama,5,2025-05-01 17:22:56,baik,Positif
Alex Mana,5,2025-05-01 17:21:19,Shopee memang best,Positif
Alfi Aprillia,5,2025-05-01 17:20:05,bagus,Positif
thamrin thamrin,5,2025-05-01 17:18:10,"sangat sesuai pesanan,, baik gitu lah",Positif
Riris Novia Azemi,1,2025-05-01 17:18:01,"Pesanan dikembalikan ke penjual oleh kurir padahal kurirnya salah menelpon penerima, ya jelas ditolak lah!! Sudah menghubungi CS tetapi CS nya tidak memberikam solusi!!! CS Shopee atas nama Astrid!!!",Negatif
KAK KHUSS Channel,5,2025-05-01 17:16:38,mantap,Positif
